iteration,elapsed_time,cost_loss,nu_loss,actor_loss,anti_expert_nu,unlabeled_nu,init_nu,unlabeled_adv,anti_expert_adv,unlabeled_weight,anti_expert_weight,unlabeled_min_weight,unlabeled_max_weight,anti_expert_min_weight,anti_expert_max_weight,unlabeled_reward,anti_expert_reward,alpha,eval_return,eval_cost,CVar50,CVar20,CVar10,CVar5
380000,26796.743346214294,"tf.Tensor(1.2286081, shape=(), dtype=float32)","tf.Tensor(6.3937507, shape=(), dtype=float32)","tf.Tensor(-14.251546, shape=(), dtype=float32)","tf.Tensor(5.603916, shape=(), dtype=float32)","tf.Tensor(7.025441, shape=(), dtype=float32)","tf.Tensor(-31.676147, shape=(), dtype=float32)","tf.Tensor(0.07303961, shape=(), dtype=float32)","tf.Tensor(-0.13888837, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.0044172322, shape=(), dtype=float32)","tf.Tensor(8.740306, shape=(), dtype=float32)","tf.Tensor(0.0071413764, shape=(), dtype=float32)","tf.Tensor(13.065471, shape=(), dtype=float32)","tf.Tensor(0.050997473, shape=(), dtype=float32)","tf.Tensor(-0.14043579, shape=(), dtype=float32)",0.2688682215118408,19.359838817887677,32.552,56.216,78.0,92.3,103.4
390000,27461.02831530571,"tf.Tensor(1.27533, shape=(), dtype=float32)","tf.Tensor(6.424922, shape=(), dtype=float32)","tf.Tensor(-16.262142, shape=(), dtype=float32)","tf.Tensor(5.5090623, shape=(), dtype=float32)","tf.Tensor(5.9570403, shape=(), dtype=float32)","tf.Tensor(-29.720478, shape=(), dtype=float32)","tf.Tensor(-0.07250005, shape=(), dtype=float32)","tf.Tensor(-0.117558576, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.002826687, shape=(), dtype=float32)","tf.Tensor(19.199919, shape=(), dtype=float32)","tf.Tensor(0.005071284, shape=(), dtype=float32)","tf.Tensor(23.60416, shape=(), dtype=float32)","tf.Tensor(-0.09386103, shape=(), dtype=float32)","tf.Tensor(-0.11043207, shape=(), dtype=float32)",0.2688682215118408,19.202692243883035,34.192,57.912,82.55,99.4,112.84
400000,28119.09065437317,"tf.Tensor(1.2477294, shape=(), dtype=float32)","tf.Tensor(6.4515305, shape=(), dtype=float32)","tf.Tensor(-14.733565, shape=(), dtype=float32)","tf.Tensor(6.0106864, shape=(), dtype=float32)","tf.Tensor(6.9370522, shape=(), dtype=float32)","tf.Tensor(-27.348505, shape=(), dtype=float32)","tf.Tensor(-0.07668154, shape=(), dtype=float32)","tf.Tensor(-0.15288448, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0042643077, shape=(), dtype=float32)","tf.Tensor(30.447271, shape=(), dtype=float32)","tf.Tensor(1.8751825e-06, shape=(), dtype=float32)","tf.Tensor(20.91478, shape=(), dtype=float32)","tf.Tensor(-0.049724817, shape=(), dtype=float32)","tf.Tensor(-0.14190352, shape=(), dtype=float32)",0.2688682215118408,19.49271328354085,32.516,54.656,77.67,93.7,106.72
410000,28780.482525587082,"tf.Tensor(1.2286563, shape=(), dtype=float32)","tf.Tensor(6.3565764, shape=(), dtype=float32)","tf.Tensor(-14.73986, shape=(), dtype=float32)","tf.Tensor(5.83349, shape=(), dtype=float32)","tf.Tensor(7.1765223, shape=(), dtype=float32)","tf.Tensor(-28.8723, shape=(), dtype=float32)","tf.Tensor(-0.025312707, shape=(), dtype=float32)","tf.Tensor(-0.14774114, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00025619616, shape=(), dtype=float32)","tf.Tensor(9.914086, shape=(), dtype=float32)","tf.Tensor(0.005407556, shape=(), dtype=float32)","tf.Tensor(16.843683, shape=(), dtype=float32)","tf.Tensor(0.0042312443, shape=(), dtype=float32)","tf.Tensor(-0.14236884, shape=(), dtype=float32)",0.2688682215118408,19.40074694781008,30.914,52.692,76.36,91.54,105.92
420000,29440.426404953003,"tf.Tensor(1.2224443, shape=(), dtype=float32)","tf.Tensor(6.3576746, shape=(), dtype=float32)","tf.Tensor(-14.587364, shape=(), dtype=float32)","tf.Tensor(5.2893057, shape=(), dtype=float32)","tf.Tensor(7.1927037, shape=(), dtype=float32)","tf.Tensor(-29.378681, shape=(), dtype=float32)","tf.Tensor(-0.026543617, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(2.7996562e-05, shape=(), dtype=float32)","tf.Tensor(26.524092, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.048071478, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)",0.2688682215118408,19.123079351410684,32.748,56.604,79.88,94.94,110.76
430000,30102.232268333435,"tf.Tensor(1.2390368, shape=(), dtype=float32)","tf.Tensor(6.441498, shape=(), dtype=float32)","tf.Tensor(-14.491922, shape=(), dtype=float32)","tf.Tensor(6.2728868, shape=(), dtype=float32)","tf.Tensor(7.741104, shape=(), dtype=float32)","tf.Tensor(-29.21456, shape=(), dtype=float32)","tf.Tensor(-0.020393085, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.00023629326, shape=(), dtype=float32)","tf.Tensor(36.405926, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.0040618386, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)",0.2688682215118408,19.387708662049338,32.364,56.284,77.24,89.66,100.84
440000,30767.545889139175,"tf.Tensor(1.2518715, shape=(), dtype=float32)","tf.Tensor(6.251266, shape=(), dtype=float32)","tf.Tensor(-15.549593, shape=(), dtype=float32)","tf.Tensor(6.4470706, shape=(), dtype=float32)","tf.Tensor(7.2635117, shape=(), dtype=float32)","tf.Tensor(-28.461843, shape=(), dtype=float32)","tf.Tensor(-0.08874313, shape=(), dtype=float32)","tf.Tensor(-0.16466178, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(5.433168e-05, shape=(), dtype=float32)","tf.Tensor(10.422308, shape=(), dtype=float32)","tf.Tensor(0.0040632174, shape=(), dtype=float32)","tf.Tensor(108.57155, shape=(), dtype=float32)","tf.Tensor(-0.029443696, shape=(), dtype=float32)","tf.Tensor(-0.14163554, shape=(), dtype=float32)",0.2688682215118408,19.21391076412132,34.172,56.764,77.81,91.64,105.0
450000,31430.39271211624,"tf.Tensor(1.2323961, shape=(), dtype=float32)","tf.Tensor(6.3506427, shape=(), dtype=float32)","tf.Tensor(-15.0758705, shape=(), dtype=float32)","tf.Tensor(6.1724873, shape=(), dtype=float32)","tf.Tensor(7.5375257, shape=(), dtype=float32)","tf.Tensor(-30.248224, shape=(), dtype=float32)","tf.Tensor(0.028234161, shape=(), dtype=float32)","tf.Tensor(-0.17348358, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0017934125, shape=(), dtype=float32)","tf.Tensor(13.2487955, shape=(), dtype=float32)","tf.Tensor(0.018297454, shape=(), dtype=float32)","tf.Tensor(11.050311, shape=(), dtype=float32)","tf.Tensor(0.067445815, shape=(), dtype=float32)","tf.Tensor(-0.13281299, shape=(), dtype=float32)",0.2688682215118408,19.03508866402032,33.224,56.752,79.96,94.7,106.72
460000,32089.22317957878,"tf.Tensor(1.2251711, shape=(), dtype=float32)","tf.Tensor(6.4215326, shape=(), dtype=float32)","tf.Tensor(-14.940931, shape=(), dtype=float32)","tf.Tensor(7.3133116, shape=(), dtype=float32)","tf.Tensor(8.431311, shape=(), dtype=float32)","tf.Tensor(-28.59031, shape=(), dtype=float32)","tf.Tensor(-0.034655195, shape=(), dtype=float32)","tf.Tensor(-0.15658374, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(2.4090991e-09, shape=(), dtype=float32)","tf.Tensor(15.647442, shape=(), dtype=float32)","tf.Tensor(0.057612576, shape=(), dtype=float32)","tf.Tensor(10.448714, shape=(), dtype=float32)","tf.Tensor(0.048706125, shape=(), dtype=float32)","tf.Tensor(-0.13989425, shape=(), dtype=float32)",0.2688682215118408,19.244065443253696,30.73,51.636,70.21,82.84,96.68
470000,32782.85138249397,"tf.Tensor(1.2457849, shape=(), dtype=float32)","tf.Tensor(6.385149, shape=(), dtype=float32)","tf.Tensor(-16.508379, shape=(), dtype=float32)","tf.Tensor(7.064436, shape=(), dtype=float32)","tf.Tensor(8.047869, shape=(), dtype=float32)","tf.Tensor(-30.391787, shape=(), dtype=float32)","tf.Tensor(-0.035902258, shape=(), dtype=float32)","tf.Tensor(-0.15458232, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0006094587, shape=(), dtype=float32)","tf.Tensor(17.166794, shape=(), dtype=float32)","tf.Tensor(0.0019653416, shape=(), dtype=float32)","tf.Tensor(75.08033, shape=(), dtype=float32)","tf.Tensor(-0.01996215, shape=(), dtype=float32)","tf.Tensor(-0.12800902, shape=(), dtype=float32)",0.2688682215118408,19.17711020843093,34.682,58.408,82.52,98.78,113.64
480000,33443.23252558708,"tf.Tensor(1.2460184, shape=(), dtype=float32)","tf.Tensor(6.3527064, shape=(), dtype=float32)","tf.Tensor(-15.592074, shape=(), dtype=float32)","tf.Tensor(7.8267245, shape=(), dtype=float32)","tf.Tensor(8.431064, shape=(), dtype=float32)","tf.Tensor(-29.192814, shape=(), dtype=float32)","tf.Tensor(-0.09092823, shape=(), dtype=float32)","tf.Tensor(-0.17861213, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.0034236223, shape=(), dtype=float32)","tf.Tensor(13.767364, shape=(), dtype=float32)","tf.Tensor(0.015494577, shape=(), dtype=float32)","tf.Tensor(11.833488, shape=(), dtype=float32)","tf.Tensor(-0.04297692, shape=(), dtype=float32)","tf.Tensor(-0.14424664, shape=(), dtype=float32)",0.2688682215118408,19.31944905644993,34.998,58.992,82.13,95.44,108.2
490000,34104.25172805786,"tf.Tensor(1.2226939, shape=(), dtype=float32)","tf.Tensor(6.3761196, shape=(), dtype=float32)","tf.Tensor(-14.553915, shape=(), dtype=float32)","tf.Tensor(8.046223, shape=(), dtype=float32)","tf.Tensor(8.91805, shape=(), dtype=float32)","tf.Tensor(-28.203266, shape=(), dtype=float32)","tf.Tensor(-0.027997209, shape=(), dtype=float32)","tf.Tensor(-0.20514432, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0005593993, shape=(), dtype=float32)","tf.Tensor(34.57933, shape=(), dtype=float32)","tf.Tensor(0.013040592, shape=(), dtype=float32)","tf.Tensor(10.634681, shape=(), dtype=float32)","tf.Tensor(0.034316607, shape=(), dtype=float32)","tf.Tensor(-0.14913796, shape=(), dtype=float32)",0.2688682215118408,19.343171947051424,34.972,59.392,84.4,100.62,116.8
500000,34763.3121445179,"tf.Tensor(1.2379384, shape=(), dtype=float32)","tf.Tensor(6.332908, shape=(), dtype=float32)","tf.Tensor(-14.329626, shape=(), dtype=float32)","tf.Tensor(7.800645, shape=(), dtype=float32)","tf.Tensor(8.523246, shape=(), dtype=float32)","tf.Tensor(-28.602962, shape=(), dtype=float32)","tf.Tensor(-0.08401051, shape=(), dtype=float32)","tf.Tensor(-0.1972608, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(3.9495313e-05, shape=(), dtype=float32)","tf.Tensor(18.974022, shape=(), dtype=float32)","tf.Tensor(8.71907e-06, shape=(), dtype=float32)","tf.Tensor(22.51065, shape=(), dtype=float32)","tf.Tensor(-0.030195985, shape=(), dtype=float32)","tf.Tensor(-0.14337942, shape=(), dtype=float32)",0.2688682215118408,19.34047737456152,32.124,54.984,76.56,88.74,100.24
510000,35420.82803583145,"tf.Tensor(1.2374549, shape=(), dtype=float32)","tf.Tensor(6.4125924, shape=(), dtype=float32)","tf.Tensor(-14.7773285, shape=(), dtype=float32)","tf.Tensor(8.297871, shape=(), dtype=float32)","tf.Tensor(9.080938, shape=(), dtype=float32)","tf.Tensor(-29.538416, shape=(), dtype=float32)","tf.Tensor(-0.08491953, shape=(), dtype=float32)","tf.Tensor(-0.19745182, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.00024445337, shape=(), dtype=float32)","tf.Tensor(36.289047, shape=(), dtype=float32)","tf.Tensor(0.04924168, shape=(), dtype=float32)","tf.Tensor(12.97165, shape=(), dtype=float32)","tf.Tensor(-0.055067144, shape=(), dtype=float32)","tf.Tensor(-0.1550076, shape=(), dtype=float32)",0.2688682215118408,19.336719736364977,34.186,58.696,83.87,99.36,110.44
520000,36082.61241054535,"tf.Tensor(1.2392001, shape=(), dtype=float32)","tf.Tensor(6.3193617, shape=(), dtype=float32)","tf.Tensor(-15.467528, shape=(), dtype=float32)","tf.Tensor(8.5903015, shape=(), dtype=float32)","tf.Tensor(9.661091, shape=(), dtype=float32)","tf.Tensor(-28.648052, shape=(), dtype=float32)","tf.Tensor(-0.0958079, shape=(), dtype=float32)","tf.Tensor(-0.18807937, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(4.3896886e-08, shape=(), dtype=float32)","tf.Tensor(13.0615225, shape=(), dtype=float32)","tf.Tensor(0.0008228944, shape=(), dtype=float32)","tf.Tensor(120.534546, shape=(), dtype=float32)","tf.Tensor(0.0019081961, shape=(), dtype=float32)","tf.Tensor(-0.1401496, shape=(), dtype=float32)",0.2688682215118408,19.22720863221986,34.494,59.056,86.15,102.84,116.2
530000,36745.51174926758,"tf.Tensor(1.2368914, shape=(), dtype=float32)","tf.Tensor(6.371293, shape=(), dtype=float32)","tf.Tensor(-15.363727, shape=(), dtype=float32)","tf.Tensor(9.305801, shape=(), dtype=float32)","tf.Tensor(9.959542, shape=(), dtype=float32)","tf.Tensor(-27.72336, shape=(), dtype=float32)","tf.Tensor(-0.011933701, shape=(), dtype=float32)","tf.Tensor(-0.1953925, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.004277122, shape=(), dtype=float32)","tf.Tensor(11.067229, shape=(), dtype=float32)","tf.Tensor(0.048577398, shape=(), dtype=float32)","tf.Tensor(19.226107, shape=(), dtype=float32)","tf.Tensor(0.05800674, shape=(), dtype=float32)","tf.Tensor(-0.124353185, shape=(), dtype=float32)",0.2688682215118408,19.220171227709326,31.574,55.572,79.03,93.58,107.96
540000,37407.16624760628,"tf.Tensor(1.2437813, shape=(), dtype=float32)","tf.Tensor(6.4101696, shape=(), dtype=float32)","tf.Tensor(-16.093222, shape=(), dtype=float32)","tf.Tensor(8.581479, shape=(), dtype=float32)","tf.Tensor(10.049543, shape=(), dtype=float32)","tf.Tensor(-27.28259, shape=(), dtype=float32)","tf.Tensor(-0.009974177, shape=(), dtype=float32)","tf.Tensor(-0.23292205, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0034616794, shape=(), dtype=float32)","tf.Tensor(13.518134, shape=(), dtype=float32)","tf.Tensor(0.0003724926, shape=(), dtype=float32)","tf.Tensor(15.014761, shape=(), dtype=float32)","tf.Tensor(0.013620973, shape=(), dtype=float32)","tf.Tensor(-0.13697559, shape=(), dtype=float32)",0.2688682215118408,19.481246539277826,35.468,59.776,85.35,100.92,115.44
550000,38067.2227499485,"tf.Tensor(1.2417661, shape=(), dtype=float32)","tf.Tensor(6.377648, shape=(), dtype=float32)","tf.Tensor(-13.853874, shape=(), dtype=float32)","tf.Tensor(9.963512, shape=(), dtype=float32)","tf.Tensor(10.181316, shape=(), dtype=float32)","tf.Tensor(-27.578884, shape=(), dtype=float32)","tf.Tensor(-0.07230857, shape=(), dtype=float32)","tf.Tensor(-0.13872868, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(3.50622e-05, shape=(), dtype=float32)","tf.Tensor(19.569458, shape=(), dtype=float32)","tf.Tensor(0.12397555, shape=(), dtype=float32)","tf.Tensor(22.883307, shape=(), dtype=float32)","tf.Tensor(-0.006259987, shape=(), dtype=float32)","tf.Tensor(-0.1364981, shape=(), dtype=float32)",0.2688682215118408,19.492805415985742,33.712,57.876,80.86,94.84,107.36
560000,38726.31157684326,"tf.Tensor(1.2448486, shape=(), dtype=float32)","tf.Tensor(6.3381205, shape=(), dtype=float32)","tf.Tensor(-14.946108, shape=(), dtype=float32)","tf.Tensor(9.477561, shape=(), dtype=float32)","tf.Tensor(9.965439, shape=(), dtype=float32)","tf.Tensor(-28.277811, shape=(), dtype=float32)","tf.Tensor(-0.0544947, shape=(), dtype=float32)","tf.Tensor(-0.2244725, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.0006120962, shape=(), dtype=float32)","tf.Tensor(8.467386, shape=(), dtype=float32)","tf.Tensor(0.0059411568, shape=(), dtype=float32)","tf.Tensor(7.943323, shape=(), dtype=float32)","tf.Tensor(-0.014919675, shape=(), dtype=float32)","tf.Tensor(-0.13855705, shape=(), dtype=float32)",0.2688682215118408,19.240663859126986,34.046,57.96,80.46,95.3,106.28
570000,39386.76805996895,"tf.Tensor(1.2180862, shape=(), dtype=float32)","tf.Tensor(6.342107, shape=(), dtype=float32)","tf.Tensor(-15.320971, shape=(), dtype=float32)","tf.Tensor(9.488789, shape=(), dtype=float32)","tf.Tensor(10.671737, shape=(), dtype=float32)","tf.Tensor(-26.3575, shape=(), dtype=float32)","tf.Tensor(-0.026182888, shape=(), dtype=float32)","tf.Tensor(-0.23978435, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.003418101, shape=(), dtype=float32)","tf.Tensor(8.077339, shape=(), dtype=float32)","tf.Tensor(0.02080052, shape=(), dtype=float32)","tf.Tensor(7.1630282, shape=(), dtype=float32)","tf.Tensor(0.043276176, shape=(), dtype=float32)","tf.Tensor(-0.15732336, shape=(), dtype=float32)",0.2688682215118408,19.29076171320494,36.296,61.26,86.89,103.6,119.2
580000,40048.19373679161,"tf.Tensor(1.2513975, shape=(), dtype=float32)","tf.Tensor(6.4309826, shape=(), dtype=float32)","tf.Tensor(-14.826525, shape=(), dtype=float32)","tf.Tensor(9.261621, shape=(), dtype=float32)","tf.Tensor(10.701313, shape=(), dtype=float32)","tf.Tensor(-27.092299, shape=(), dtype=float32)","tf.Tensor(-0.07911874, shape=(), dtype=float32)","tf.Tensor(-0.2344529, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.0018283244, shape=(), dtype=float32)","tf.Tensor(20.264168, shape=(), dtype=float32)","tf.Tensor(0.00044355827, shape=(), dtype=float32)","tf.Tensor(16.09203, shape=(), dtype=float32)","tf.Tensor(-0.012939274, shape=(), dtype=float32)","tf.Tensor(-0.1329471, shape=(), dtype=float32)",0.2688682215118408,19.367903884831104,33.412,55.7,77.98,92.72,107.36
590000,40709.90187954903,"tf.Tensor(1.2476351, shape=(), dtype=float32)","tf.Tensor(6.4007125, shape=(), dtype=float32)","tf.Tensor(-16.837276, shape=(), dtype=float32)","tf.Tensor(9.566534, shape=(), dtype=float32)","tf.Tensor(11.110584, shape=(), dtype=float32)","tf.Tensor(-27.429295, shape=(), dtype=float32)","tf.Tensor(-0.06769184, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(0.00048009414, shape=(), dtype=float32)","tf.Tensor(19.416618, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)","tf.Tensor(-0.013715357, shape=(), dtype=float32)","tf.Tensor(nan, shape=(), dtype=float32)",0.2688682215118408,19.37310637336597,33.012,56.26,80.52,95.26,109.84
600000,41375.80965280533,"tf.Tensor(1.251177, shape=(), dtype=float32)","tf.Tensor(6.496491, shape=(), dtype=float32)","tf.Tensor(-14.618494, shape=(), dtype=float32)","tf.Tensor(9.88774, shape=(), dtype=float32)","tf.Tensor(10.52336, shape=(), dtype=float32)","tf.Tensor(-27.96098, shape=(), dtype=float32)","tf.Tensor(-0.12603033, shape=(), dtype=float32)","tf.Tensor(-0.28974065, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0016993165, shape=(), dtype=float32)","tf.Tensor(97.408516, shape=(), dtype=float32)","tf.Tensor(1.1440747e-05, shape=(), dtype=float32)","tf.Tensor(12.999761, shape=(), dtype=float32)","tf.Tensor(-0.036499076, shape=(), dtype=float32)","tf.Tensor(-0.13912885, shape=(), dtype=float32)",0.2688682215118408,19.369142486489174,35.208,61.532,85.7,99.68,112.36
610000,42040.33315896988,"tf.Tensor(1.2470255, shape=(), dtype=float32)","tf.Tensor(6.368569, shape=(), dtype=float32)","tf.Tensor(-14.718405, shape=(), dtype=float32)","tf.Tensor(9.9165745, shape=(), dtype=float32)","tf.Tensor(11.330336, shape=(), dtype=float32)","tf.Tensor(-27.246298, shape=(), dtype=float32)","tf.Tensor(-0.072437994, shape=(), dtype=float32)","tf.Tensor(-0.20672609, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(0.012710845, shape=(), dtype=float32)","tf.Tensor(21.818647, shape=(), dtype=float32)","tf.Tensor(0.011747729, shape=(), dtype=float32)","tf.Tensor(8.792539, shape=(), dtype=float32)","tf.Tensor(0.002482446, shape=(), dtype=float32)","tf.Tensor(-0.12797235, shape=(), dtype=float32)",0.2688682215118408,19.72959315228426,31.454,54.692,77.36,92.98,108.92
620000,42681.50064325333,"tf.Tensor(1.2390385, shape=(), dtype=float32)","tf.Tensor(6.4129353, shape=(), dtype=float32)","tf.Tensor(-14.782993, shape=(), dtype=float32)","tf.Tensor(9.870943, shape=(), dtype=float32)","tf.Tensor(10.353729, shape=(), dtype=float32)","tf.Tensor(-27.359385, shape=(), dtype=float32)","tf.Tensor(-0.014132328, shape=(), dtype=float32)","tf.Tensor(-0.17054668, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(0.001597369, shape=(), dtype=float32)","tf.Tensor(15.238495, shape=(), dtype=float32)","tf.Tensor(0.008629048, shape=(), dtype=float32)","tf.Tensor(25.276312, shape=(), dtype=float32)","tf.Tensor(0.010632306, shape=(), dtype=float32)","tf.Tensor(-0.1351812, shape=(), dtype=float32)",0.2688682215118408,19.268764263918463,34.366,59.064,83.63,98.6,108.76
630000,43342.49725627899,"tf.Tensor(1.2316517, shape=(), dtype=float32)","tf.Tensor(6.4478087, shape=(), dtype=float32)","tf.Tensor(-16.419289, shape=(), dtype=float32)","tf.Tensor(10.320419, shape=(), dtype=float32)","tf.Tensor(12.023583, shape=(), dtype=float32)","tf.Tensor(-27.280375, shape=(), dtype=float32)","tf.Tensor(-0.0013565831, shape=(), dtype=float32)","tf.Tensor(-0.2048125, shape=(), dtype=float32)","tf.Tensor(0.9999999, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.00019676777, shape=(), dtype=float32)","tf.Tensor(20.706703, shape=(), dtype=float32)","tf.Tensor(0.00084546284, shape=(), dtype=float32)","tf.Tensor(15.002884, shape=(), dtype=float32)","tf.Tensor(0.051834874, shape=(), dtype=float32)","tf.Tensor(-0.13257764, shape=(), dtype=float32)",0.2688682215118408,19.62212850955696,34.792,58.584,83.03,99.16,114.92
640000,44007.727944374084,"tf.Tensor(1.2146094, shape=(), dtype=float32)","tf.Tensor(6.414889, shape=(), dtype=float32)","tf.Tensor(-13.760775, shape=(), dtype=float32)","tf.Tensor(10.980669, shape=(), dtype=float32)","tf.Tensor(12.564406, shape=(), dtype=float32)","tf.Tensor(-26.816986, shape=(), dtype=float32)","tf.Tensor(-0.0029929904, shape=(), dtype=float32)","tf.Tensor(-0.25136796, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0000001, shape=(), dtype=float32)","tf.Tensor(0.0010826174, shape=(), dtype=float32)","tf.Tensor(11.165554, shape=(), dtype=float32)","tf.Tensor(0.004934322, shape=(), dtype=float32)","tf.Tensor(7.098546, shape=(), dtype=float32)","tf.Tensor(0.07025573, shape=(), dtype=float32)","tf.Tensor(-0.14621367, shape=(), dtype=float32)",0.2688682215118408,19.160163199927005,32.842,55.616,76.57,87.78,96.88
650000,44672.97192406654,"tf.Tensor(1.2447411, shape=(), dtype=float32)","tf.Tensor(6.36018, shape=(), dtype=float32)","tf.Tensor(-14.238541, shape=(), dtype=float32)","tf.Tensor(11.016287, shape=(), dtype=float32)","tf.Tensor(13.140188, shape=(), dtype=float32)","tf.Tensor(-26.58958, shape=(), dtype=float32)","tf.Tensor(-0.086159036, shape=(), dtype=float32)","tf.Tensor(-0.18074843, shape=(), dtype=float32)","tf.Tensor(0.99999994, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0030482854, shape=(), dtype=float32)","tf.Tensor(13.887337, shape=(), dtype=float32)","tf.Tensor(0.017010264, shape=(), dtype=float32)","tf.Tensor(11.976638, shape=(), dtype=float32)","tf.Tensor(0.0149085205, shape=(), dtype=float32)","tf.Tensor(-0.1254724, shape=(), dtype=float32)",0.2688682215118408,19.429112131950074,37.176,62.244,86.48,100.86,114.48
